"A","A1","A2","A3","B","B1","B2","B3","Col0_End","Col0_Start","Col1_End","Col1_Start","Col2_End","Col2_Start","Col3_End","Col3_Start","Col4_End","Col4_Start","Col5_End","Col5_Start","Col6_End","Col6_Start","Outcome","Row0_End","Row0_Start","Row10_End","Row10_Start","Row11_End","Row11_Start","Row12_End","Row12_Start","Row13_End","Row13_Start","Row14_End","Row14_Start","Row15_End","Row15_Start","Row16_End","Row16_Start","Row17_End","Row17_Start","Row1_End","Row1_Start","Row2_End","Row2_Start","Row3_End","Row3_Start","Row4_End","Row4_Start","Row5_End","Row5_Start","Row6_End","Row6_Start","Row7_End","Row7_Start","Row8_End","Row8_Start","Row9_End","Row9_Start","Stim1","Stim2","Trial","TrialCoordinate","X","X1","X2","X3","acc","accept_status","accuracy","average_response_time","avg_rt","background","block1","block2","block3","canvas_backend","checkbox_status","clicked_next","clock_backend","color_backend","compensation","coordinates","correct","correct_Mouse000","correct_new_mouse_response","count_Click_loop000","count_Click_sequence000","count_Cond000Sequence","count_Cond050Sequence","count_Cond100Sequence","count_Coordinate_Sequence","count_Coordinate_loops","count_Info_for_running","count_Initialization","count_Mouse000","count_Outcome000","count_Outcome050","count_Outcome100","count_Randomizer000","count_Randomizer050","count_Randomizer100","count_Rating000","count_Rating050","count_Rating100","count_RegionOfInterest000","count_Repeat_cycle000","count_Stim000","count_Stim050","count_Stim100","count_Training_phase","count__000","count__050","count__100","count_experiment","count_getting_started","count_main_sequence","count_new_feedback_1","count_new_feedback_2","count_new_form_consent","count_new_logger","count_new_mouse_response","count_new_sequence_1","count_welcome","currentIndex","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","empty_column","end_x_roi","end_y_roi","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","i","keyboard_backend","live_row","live_row_Click_loop000","live_row_Coordinate_loops","live_row_Training_phase","live_row__000","locations","logfile","mouse_backend","opensesame_codename","opensesame_version","pos1","pos1X","pos1Y","pos2","pos2X","pos2Y","repeat_cycle","response","response_Mouse000","response_new_feedback_1","response_new_feedback_2","response_new_mouse_response","response_time","response_time_Mouse000","response_time_new_feedback_1","response_time_new_feedback_2","response_time_new_mouse_response","response_time_welcome","response_welcome","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","start_x_roi","start_y_roi","stim","subject_nr","subject_parity","temp","time_Click_loop000","time_Click_sequence000","time_Cond000Sequence","time_Cond050Sequence","time_Cond100Sequence","time_Coordinate_Sequence","time_Coordinate_loops","time_Info_for_running","time_Initialization","time_Mouse000","time_Outcome000","time_Outcome050","time_Outcome100","time_Randomizer000","time_Randomizer050","time_Randomizer100","time_Rating000","time_Rating050","time_Rating100","time_RegionOfInterest000","time_Repeat_cycle000","time_Stim000","time_Stim050","time_Stim100","time_Training_phase","time__000","time__050","time__100","time_experiment","time_getting_started","time_main_sequence","time_new_feedback_1","time_new_feedback_2","time_new_form_consent","time_new_logger","time_new_mouse_response","time_new_sequence_1","time_welcome","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"[A1]","Acorn.png","Puddle.png","Mouse.png","[B1]","BlackBerries.png","Feather.png","Log.png","-292","-502","-81","-291","130","-80","183","131","289","184","395","290","501","396","Diamond.png","-296","-374","94","56","133","95","172","134","211","173","250","212","289","251","328","290","367","329","-257","-295","-218","-256","-179","-217","-140","-178","-101","-139","-62","-100","-23","-61","16","-22","55","17","[A1]","[X1]","1","[Row1_Start]","[X1]","Footprints.png","Flower.png","Beetle.png","undefined","yes","undefined","899.2837999994663","899.2837999994663","#d8d8d8","0","1","2","psycho","I have read and understood the information shown above","no","psycho","psycho","0","uniform","undefined","undefined","NA","0","0","0","NA","NA","0","0","0","0","0","0","NA","NA","0","NA","NA","0","NA","NA","0","0","0","NA","NA","0","0","0","0","0","NA","0","NA","NA","0","0","NA","NA","NA","NA","undefined","281","164","Sat Feb 13 14:59:10 2021","The main experiment item","yes","","480","352","BasisClickerExperiment.osexp","C:\Users\Sanne\Dropbox\MasterProject\Experiments\JavaScript","no","mono","no","18","no","#000000","no","Participate!","no","768","28","psycho","0","0","0","0","0","[[-501, -374], [-501, -295], [-501, -256], [-501, -217], [-501, -178], [-501, -139], [-501, -100], [-501, -61], [-501, -22], [-501, 17], [-501, 56], [-501, 95], [-501, 134], [-501, 173], [-79, -374], [-79, -295], [-79, -256], [-79, -217], [-79, -178], [-79, -139], [-79, -100], [-79, -61], [-79, -22], [-79, 17], [-79, 56], [-79, 95], [-79, 134], [-79, 173]]","C:/Users/Sanne/Dropbox/MasterProject/Experiments/subj/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.7","[-79, 17]","-79","17","[-501, -256]","-501","-256","0","1","1","NA","NA","NA","899.2837999994663","899.2837999994663","NA","NA","NA","NA","NA","2","psycho","1024","2","48000","-16","experiment","416","320","['Acorn.png', 'BlackBerries.png', 'Footprints.png', 'Puddle.png', 'Feather.png', 'Flower.png', 'Mouse.png', 'Log.png', 'Beetle.png']","1","odd","[[-501, -374], [-501, -295], [-501, -256], [-501, -217], [-501, -178], [-501, -139], [-501, -100], [-501, -61], [-501, -22], [-501, 17], [-501, 56], [-501, 95], [-501, 134], [-501, 173]]","3003.221700000722","3012.926100000186","3003.1892000006337","NA","NA","2998.8993000006303","2935.3867000008904","NA","2999.0890999997646","6138.958999999886","5072.583600000144","NA","NA","3012.9625000008673","NA","NA","6138.826899999913","NA","NA","7038.720599999579","NA","3038.250400000834","NA","NA","3001.9210999998904","3002.701999999772","NA","NA","1851.8954000010126","NA","3002.496600000086","NA","NA","1852.240600001096","7086.103300000104","NA","NA","NA","New experiment","0","899.2837999994663","1","yes","1024"
